0,0,0.0036014,0.0036014,0.0048019,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0048019,0.0048019,0.0072029,0.0072029,0.0072029,0.0072029,0.0072029,0.0048019,0.0048019,0.0060024,0.0060024,0.0060024,0.0060024,0.0060024,0.0060024,0.0060024,0.0060024,0.022809,0.068427,0.068427,0.069628,0.069628,0.069628,0.069628,0.067227,0.067227,0.062425,0.062425,0,0,0,0,0,0,0.0059172,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.011834,0.017751,0.017751,0.017751,0.017751,0.053254,0.1716,0.16568,0.16568,0.15385,0,0,0,1
0,0,0,0,0,0.002331,0.002331,0.004662,0.004662,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0081585,0.0081585,0.0058275,0.0058275,0.0058275,0.0058275,0.0081585,0.0081585,0.0081585,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0081585,0.0081585,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.0058275,0.066434,0.066434,0.068765,0.068765,0.067599,0.067599,0.065268,0.064103,0.064103,0.05711,0.05711,0,0,0,0,0.0098522,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.014778,0.14286,0.13793,0.13793,0.133,0.1133,1
0,0,0,0,0.0037879,0.0050505,0.0050505,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0075758,0.0050505,0.0050505,0.0050505,0.0063131,0.0063131,0.0063131,0.0063131,0.0075758,0.0075758,0.074495,0.074495,0.074495,0.073232,0.073232,0.070707,0.070707,0.069444,0.069444,0.022727,0,0,0,0,0,0,0.0058824,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.011765,0.017647,0.017647,0.023529,0.17059,0.17059,0.16471,0.15882,0.047059,0,0,1
0,0,0,0,0.0036946,0.0049261,0.0049261,0.0049261,0.0049261,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0073892,0.0049261,0.0049261,0.0061576,0.0061576,0.0061576,0.0061576,0.0061576,0.0073892,0.0073892,0.07266,0.07266,0.07266,0.071429,0.071429,0.068966,0.068966,0.067734,0.067734,0.050493,0,0,0,0,0,0,0.0054348,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.01087,0.016304,0.016304,0.016304,0.021739,0.15761,0.15761,0.15217,0.14674,0.11413,0,0,1
0,0,0,0,0.0024814,0.0049628,0.0049628,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0086849,0.0086849,0.0086849,0.0086849,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0062035,0.0074442,0.0074442,0.0074442,0.0074442,0.07072,0.07072,0.073201,0.07196,0.07196,0.07196,0.07196,0.069479,0.069479,0.064516,0,0,0,0,0,0,0,0.0097087,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.014563,0.019417,0.014563,0.14078,0.14078,0.13592,0.13592,0.12621,0,0,1
0,0,0,0,0,0.0038023,0.0038023,0.0050697,0.0050697,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.0076046,0.008872,0.0063371,0.0063371,0.0063371,0.0063371,0.0076046,0.0076046,0.045627,0.045627,0.074778,0.074778,0.074778,0.073511,0.073511,0.070976,0.070976,0.069708,0,0,0,0,0,0,0,0.0055249,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.01105,0.016575,0.016575,0.016575,0.022099,0.1105,0.16022,0.16022,0.1547,0.14917,0,0,1
0,0,0,0,0,0.0040268,0.0040268,0.0053691,0.0053691,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0080537,0.0067114,0.0067114,0.0067114,0.0067114,0.014765,0.014765,0.079195,0.079195,0.079195,0.079195,0.079195,0.077852,0.077852,0.075168,0,0,0,0,0,0,0,0.0060976,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.012195,0.018293,0.018293,0.030488,0.17683,0.17683,0.17073,0.17073,0,0,1
0,0,0,0,0,0.0012469,0.0012469,0.0049875,0.0049875,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0074813,0.0049875,0.0049875,0.0074813,0.0074813,0.072319,0.073566,0.073566,0.073566,0.073566,0.072319,0.072319,0.069825,0.044888,0.044888,0,0,0,0,0,0.005618,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.011236,0.022472,0.16854,0.16292,0.1573,0.1573,0.089888,0,1
0,0,0,0,0,0,0,0.0039113,0.0039113,0.0052151,0.0052151,0.0052151,0.0078227,0.0078227,0.0078227,0.0078227,0.0078227,0.0078227,0.0091265,0.0091265,0.0078227,0.0052151,0.0052151,0.0052151,0.0052151,0.0078227,0.0078227,0.0052151,0.0052151,0.0052151,0.0052151,0.0052151,0.0052151,0.0052151,0.0052151,0.0052151,0.0052151,0.0078227,0.0078227,0.0052151,0.0052151,0.0052151,0.0052151,0.0065189,0.0065189,0.0065189,0.0065189,0.0065189,0.0065189,0.0065189,0.0065189,0.0065189,0.070404,0.074316,0.074316,0.073012,0.073012,0.073012,0.073012,0.073012,0.067797,0.067797,0,0,0,0,0,0,0.010582,0.010582,0.010582,0.010582,0.010582,0.015873,0.010582,0.010582,0.010582,0.010582,0.010582,0.010582,0.010582,0.010582,0.010582,0.010582,0.010582,0.015873,0.015873,0.015873,0.015873,0.015873,0.14815,0.15344,0.14815,0.14815,0.13757,0,1
0,0,0,0,0,0,0,0.0038314,0.0038314,0.0051086,0.0051086,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0076628,0.0063857,0.0063857,0.0063857,0.0063857,0.011494,0.075351,0.075351,0.075351,0.075351,0.074074,0.074074,0.07152,0.070243,0.070243,0,0,0,0,0,0,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.01227,0.018405,0.018405,0.030675,0.17791,0.17178,0.17178,0.16564,0,1
